50331648|68257567|US
68257568|68257599|CA
68257600|68259583|US
68259584|68259599|CA
68259600|68296775|US
68296784|68298887|US
68298888|68298895|CA
68298896|68305407|US
68305920|68314143|US
68314144|68314151|CA
68314152|68395663|US
68395664|68395671|CA
68395672|68438287|US
68438288|68438303|CA
68438304|68649143|US
68649144|68649151|CA
68649152|69533951|US
69533952|69534207|CA
69534208|69915111|US
69915112|69915119|CA
69915120|69956103|US
69956112|72303007|US
72303008|72303039|CA
72303040|72348895|US
72348896|72348927|CA
72348928|83886079|US
100663296|121195295|US
121195328|134693119|US
134693120|134693375|CA
134693376|134730239|US
134730240|134730495|CA
134730496|135192575|US
135200768|152305663|US
152338432|167772159|US
184549376|201405503|US
201405512|201620303|US
201620304|201620311|CA
201620312|201674095|US
201674096|201674111|CA
201674112|201745663|US
201745672|201859071|US
201859088|201897983|US
201898240|202276999|US
202277016|202385407|US
202385920|202517983|US
202517992|202706431|US
202706944|202713343|US
202713352|202748735|US
202748744|202783159|US
202783168|202934671|US
202934688|202935551|US
202935808|202938479|US
202938496|202960079|US
202960096|202998063|US
202998072|203197063|US
203197064|203197071|CA
203197072|203412087|US
203412096|203500119|US
203500128|203654735|US
203654752|203658271|US
203658384|203658399|US
203658424|203658479|US
203658832|203658847|US
203658952|203658967|US
203659008|203659039|US
203659096|203659103|US
203659264|203696487|US
203696496|203747823|US
203747832|203799607|US
203799616|203805087|US
203805096|203850679|US
203850680|203850687|CA
203850688|204046335|US
204047248|204047255|US
204047264|204047279|US
204047336|204047359|US
204047376|204047391|US
204047424|204047431|US
204048008|204048015|US
204048384|204089327|US
204089336|204152831|US
204153856|204409943|US
204409952|204443703|US
204443712|204443735|US
204443744|205500987|US
205500988|205500991|CA
205500992|208290127|US
208290136|208472175|US
208472184|209799199|US
209799208|209845143|US
209845152|209854735|US
209854744|209867103|US
209867104|209867111|CA
209867112|209868799|US
209869056|210784255|US
210784384|210784767|US
210786304|210970847|US
210970856|211051199|US
211051208|211126783|US
211126912|211129607|US
211129616|211313647|US
211313656|211363751|US
211363760|211368655|US
211368664|211403527|US
211403536|211536367|US
211536376|211595575|US
211595584|211595615|US
211595640|211596815|US
211596832|211597055|US
211597072|211597375|US
211597504|211597727|US
211597744|211597759|US
211597792|211598399|US
211598464|211598623|US
211598632|211598639|US
211598720|211685151|US
211685160|211739175|US
211739184|211748207|US
211748224|211793423|US
211793432|211816087|US
211816096|211953287|US
211953296|212107575|US
212107584|212417791|US
212417800|212517199|US
212517216|212520815|US
212520832|212787199|US
212788224|212788479|US
212788608|212788647|US
212788664|212788671|US
212788800|212788815|US
212788824|212788863|US
212789008|212789039|US
212789080|212789087|US
212789096|212789111|US
212789128|212789135|US
212789144|212789151|US
212789160|212789167|US
212789192|212789199|US
212789216|212789231|US
212789248|212791295|US
212791448|212791455|US
212791808|212791815|US
212791840|212792063|US
212792264|212792271|US
212792280|212792287|US
212792320|212793087|US
212793152|212793199|US
212793216|212793343|US
212794560|212794599|US
212794792|212794799|US
212794832|212794879|US
212794888|212794911|US
212794944|212794959|US
212794984|212794991|US
212795136|212954927|US
212954936|212955087|US
212955096|213100183|US
213100192|213135351|US
213135360|213268431|US
213268440|213716903|US
213716904|213716911|CA
213716912|213779847|US
213779856|213809159|US
213809168|213895679|US
213895744|213896799|US
213896832|213923839|US
213924864|213925007|US
213925056|213925631|US
213925888|214184959|US
214185184|214185199|US
214185472|214185983|US
214187776|214187807|US
214187816|214187823|US
214187832|214187887|US
214188032|214237247|US
214237312|214249471|US
214253568|214697983|US
214698016|214698023|US
214698096|214698103|US
214698304|214858655|US
214858672|216417663|US
216417728|216637639|US
216637648|234881023|US
251658240|289011535|US
289011544|323243895|US
323243904|332132119|US
332132128|355993887|US
355993896|368674047|US
368674304|385875967|US
402653184|405012479|US
405012480|405143551|CA
405180416|405184511|CA
405184512|405405695|US
405422080|405798911|US
405831680|405848063|US
405880832|405913599|US
405921792|405929983|CA
405929984|406126591|US
406142976|406147071|US
406159360|406175743|US
406183936|406188031|CA
406216704|406241279|US
406323200|406388735|US
406388736|406454271|CA
406454272|406847487|US
406847488|407408639|CA
407408640|407633919|US
407633920|408420351|CA
408420352|408502271|US
408502272|408518655|CA
408518656|408535039|US
408535040|408551423|CA
408551424|409337855|US
409337856|409354239|CA
409370624|409731071|US
409731072|409862143|CA
409862144|410124287|US
410124288|410187047|CA
410187048|410187055|US
410187056|410187175|CA
410187176|410187183|US
410187184|410189823|CA
410189824|410648575|US
410648576|410714111|CA
410714112|411164671|US
